Cluster 0 Summary
Number of Plants: 12513
Total Capacity: 1,196,634.6 MW
Average Distance to Cluster Center: 1378.39 km
Closest Plant to Menomonie: "Menomonie" (1.2 km)
Primary Sources:
  - solar: 5783
  - natural gas: 1963
  - hydroelectric: 1359
  - wind: 1323
  - petroleum: 759
  - biomass: 603
  - batteries: 294
  - coal: 200
  - other: 74
  - geothermal: 66
  - nuclear: 54
  - pumped storage: 35

Plant-Level Data:
Plant_Name,PrimSource,Total_MW,Distance_km,Cluster,Dist_to_ClusterCenter
R D Green,natural gas,454.0,884.332349694307,0,443.06250602219467
Independence Steam Electric Station,coal,1666.4,1023.5784938624893,0,353.55645055617873
Lake Mathews,hydroelectric,4.9,2498.5405153973384,0,2305.219036895993
Foothill Feeder,hydroelectric,7.1,2541.529471941202,0,2379.9538045220897
San Dimas,hydroelectric,9.9,2505.8364551843133,0,2324.1084216809736
Yorba Linda,hydroelectric,5.1,2521.8123488822725,0,2334.5205208763127
Mexico,petroleum,54.0,636.9008582892567,0,62.99418577930988
Moberly,petroleum,54.0,607.9134453326377,0,73.99332146940877
Moreau,petroleum,54.0,702.8926707674449,0,32.74179644242578
Louisa,coal,745.6,401.2080796308937,0,303.89118288791724
Pebbly Beach Generating Station Hybrid,petroleum,12.7,2596.8462772208327,0,2400.310916047683
Warrick,coal,720.3,863.0038327423617,0,449.09081962330015
Rock Lake CT,petroleum,20.7,132.12518328862657,0,784.4204553420944
Rawhide,natural gas,668.0,1155.599948642201,0,1104.5739282392155
Sikeston Power Station,coal,240.0,909.8087713643171,0,319.6231142951684
Hugo,coal,440.0,1242.044812394281,0,590.4705094793002
St Stephen,hydroelectric,84.0,1636.2939289046203,0,1263.8009643532607
Augusta Electric Plant No 2,natural gas,20.1,903.3390584415314,0,419.09235206435096
D B Wilson,coal,417.0,919.283566342042,0,485.0554664695381
St Bonifacius,petroleum,60.2,149.81653003630902,0,693.230179922038
Hugoton 2,petroleum,17.3,1164.554081773615,0,806.1158983924361
Lower No 1,hydroelectric,8.0,1609.929975371553,0,1725.9659952310872
East 12th Street,natural gas,27.4,948.3482761452738,0,436.95893871557877
Unit 4,hydroelectric,1.3,1706.7174424934321,0,1641.923834676118
Chanute 3,natural gas,32.1,857.581103482572,0,298.7029601958046
Whitehead,natural gas,16.9,1691.6512125337163,0,1656.760251974158
Major Oak Power,coal,305.0,1588.0206047018896,0,939.7011823897175
Gravel Neck,natural gas,368.0,1535.1364752929317,0,1384.1650672466035
Hydro II,hydroelectric,6.2,1640.0698624265594,0,1676.7997066063483
Lake (WY),petroleum,2.7,1473.4372375584073,0,1634.7731378991023
Ellis Hydro,hydroelectric,17.0,1077.9853124015683,0,416.2961218472293
Wrightsville Hydro Plant,hydroelectric,0.7,1529.4068053848355,0,1753.5126422645887
Bolton Falls,hydroelectric,7.8,1509.5762409204929,0,1736.2112242056753
Solon Diesel,petroleum,6.4,165.1210572693837,0,845.5660386588964
Sibley No Two,petroleum,1.0,347.02902872451494,0,587.7620991150974
McIntosh (AL),natural gas,688.0,1551.8749327716305,0,923.5386128321624
Stampede,hydroelectric,3.6,2385.9687389850487,0,2384.725241484238
Mojave Siphon,hydroelectric,32.4,2458.9738228794768,0,2276.4590712946965
Upper Salmon B,hydroelectric,18.3,1852.8829918522317,0,1943.4343096625146
St George Red Rock,petroleum,14.0,2003.193579029324,0,1864.114340559381
Harry Allen,natural gas,654.0,2144.178507648432,0,1997.1137308812743
J K Spruce,coal,1345.0,1820.0533839052764,0,1185.1577442663963
Heber City,natural gas,18.9,1662.0096509414698,0,1640.1719683673641
PEC Headworks,hydroelectric,6.6,2163.4550646613807,0,2410.757978282711
Hoist,hydroelectric,2.0,386.29849659293654,0,951.2518203754634
McClure Dam,hydroelectric,5.8,393.01681948506484,0,955.2534921183005
Cataract (MI),hydroelectric,0.6,378.33574958304683,0,928.5637826259153
Gladstone,petroleum,17.0,398.9098476860178,0,902.1280637786492
Bad Creek,pumped storage,1680.0,1333.2757362904144,0,931.5556178834773
Wynoochee,hydroelectric,15.5,2440.5226186855507,0,2690.1889658643568
William F Matson Generating Station,hydroelectric,8.4,1238.557532427364,0,1243.195737100831
Thermalito Diverson Dam,hydroelectric,3.0,2496.7059696519395,0,2506.6359790619226
Brandon Station,natural gas,20.0,1518.2601398407958,0,1029.4808832007704
Pine View Dam,hydroelectric,1.8,1663.639905829437,0,1678.4195407703064
Whillock,hydroelectric,17.0,1086.435820316597,0,406.2143570434271
Forked River,natural gas,65.0,1556.4107328882337,0,1564.2941379335164
Pleasant Hill,natural gas,154.2,391.20274070119274,0,325.6479280540612
Wading River,petroleum,240.6,1606.4655658908207,0,1677.708530328736
Mill Creek 3,hydroelectric,3.0,2452.4598960054554,0,2260.344551634698
Stony Gorge,hydroelectric,5.0,2571.8107907904623,0,2589.653350374593
Hay Road,natural gas,1128.0,1461.8881844405996,0,1453.6388894846666
Lime Creek,petroleum,70.3,208.0756025488487,0,503.40842418923205
Woodsdale,natural gas,476.0,860.6655215941086,0,686.1896667371017
Concord,natural gas,368.5,320.5379265807856,0,578.5670420283856
Waddell,pumped storage,40.0,2127.060257002276,0,1861.2130840838438
Murray,hydroelectric,42.4,1121.4527000959201,0,441.39095144568233
Headgate Rock,hydroelectric,19.5,2245.778348054513,0,2019.374664751247
Whiskeytown,hydroelectric,3.5,2529.8491649566977,0,2577.3331278969194
Milner Hydro,hydroelectric,35.1,1791.3670728438892,0,1869.9018832735567
Tallassee Hydro Project,hydroelectric,2.1,1408.272596874482,0,954.5027689513271
Robert D Willis,hydroelectric,8.0,1577.716522871205,0,901.1577835119034
South Fond Du Lac,natural gas,327.5,300.39102587154423,0,640.2461133573794
Cope,natural gas,415.0,1584.578903585139,0,1181.5060530692665
Darbytown,natural gas,340.0,1464.6980185375257,0,1317.9235111282721
Clover,coal,877.1,1420.7222914654235,0,1217.3800752430755
Black Butte,hydroelectric,6.1,2546.075087243756,0,2569.345367457223
Gianera,natural gas,49.6,2632.511186198746,0,2583.9566078815074
Santa Clara Cogen,natural gas,7.0,2632.5168707215116,0,2582.73800800238
Tesla,hydroelectric,28.0,1256.3680386036913,0,1084.4868048273145
Angus Anson,natural gas,327.0,401.37562383379736,0,645.5610058593401
Cane Island,natural gas,679.0,2061.5739698739035,0,1536.7306041394443
Polk,natural gas,1281.0,2100.2038812319743,0,1558.8511691715137
Dam 2,hydroelectric,35.0,1211.902343547127,0,539.6220923099094
Watertown Power Plant,petroleum,50.0,408.722523208078,0,786.9855154480972
Skookumchuck,hydroelectric,1.0,2380.4520184629246,0,2613.3920752836916
Woodland,natural gas,177.2,2545.483056223055,0,2496.319699705885
491 E 48th Street,natural gas,145.0,523.9421506372469,0,690.1683864196418
Paris (WI),natural gas,363.9,398.35924740753,0,567.990763968104
Lincoln Combustion,natural gas,1161.0,1396.897773307104,0,1070.3374267257554
O'Shaughnessy Hydro,hydroelectric,5.2,890.8299423243966,0,807.8050050337874
Gardner Energy Center,natural gas,25.0,715.6236181940378,0,218.74773983035396
Paragould Turbine,natural gas,13.8,991.3742839933009,0,346.1436643050415
Sherman Avenue,natural gas,86.9,1511.2794989911392,0,1493.1723936069097
Central Energy Plant,natural gas,56.0,2044.428936820398,0,1520.707729274438
State Line Combined Cycle,natural gas,621.0,897.2276312566555,0,273.00079463049275
Hines Energy Complex,natural gas,2081.0,2098.5470202265483,0,1560.3306437039364
Redding Power,natural gas,171.0,2524.3793484869034,0,2568.578525018842
Richard M Flynn,natural gas,136.9,1597.9331926352613,0,1661.5433141339115
Almond Power Plant,natural gas,199.5,2546.76662942983,0,2495.0516280264005
Buffalo Bill,hydroelectric,18.0,1361.7326236106421,0,1531.6986011448462
Van Sant Station,natural gas,42.0,1491.5507830221973,0,1452.8878290440305
San Jacinto Steam Electric Station,natural gas,160.0,1710.0910180154506,0,1037.9329820682058
Richmond,natural gas,68.0,799.4489522586962,0,647.7856801286341
Anderson,natural gas,140.0,737.5246352516734,0,587.0455025534538
Grizzly,hydroelectric,17.7,2459.960959380795,0,2479.095194714405
Wellington 2,natural gas,21.0,960.0869800124668,0,467.0587193922885
George Neal South,coal,647.1,458.12227881177427,0,518.0393683819303
University of Florida,natural gas,44.0,1890.8082134426759,0,1368.7382213392962
Robins,petroleum,160.0,1544.756546949826,0,1049.2467651541763
Coyote Springs,natural gas,244.2,2160.1862006357155,0,2365.741779254745
Geothermal 1,geothermal,60.0,2624.4233953442163,0,2619.543731278084
Geothermal 2,geothermal,65.0,2623.9420192264415,0,2618.9292373922945
McPhee,hydroelectric,1.2,1607.6025752199396,0,1421.0538754445643
Towaoc,hydroelectric,11.4,1617.138219676777,0,1424.1212938526367
Midulla Generating Station,natural gas,786.0,2110.166663358723,0,1568.283887888612
Searsburg Wind Turbine,wind,5.2,1532.421111909124,0,1691.0757127511815
Poplar Bluff Generating Station,natural gas,33.4,911.5152887269617,0,282.70577496323654
Front Street,petroleum,8.4,1583.908628810686,0,1710.813586714303
Falling Spring,natural gas,7.1,1290.769065019107,0,1269.995418088034
Water Street Station,petroleum,12.2,654.8907127883166,0,887.8451136574208
Henry Station,petroleum,15.0,654.283217104679,0,888.4017290734549
Salisbury City of,petroleum,5.2,610.5718726808653,0,82.29776058563593
Shelbina Power #1,petroleum,4.6,576.1687914137183,0,106.9924916836572
Shelbina Power #2,petroleum,6.6,576.1651579790605,0,107.00169527540103
Payson,natural gas,9.2,1705.7471129045514,0,1666.3452946528732
Short Mountain,biomass,3.2,2455.202239581643,0,2604.724649554417
Lakefield Utilities,petroleum,2.9,291.2504729908886,0,593.9888016420275
Interstate,natural gas,114.3,593.4508767287057,0,266.45556536279446
Cowlitz Falls,hydroelectric,70.0,2338.1482613312924,0,2561.9329472892796
Edenton Generators,petroleum,2.4,1624.553104657319,0,1426.188255999877
Dalles Dam North Fishway Project,hydroelectric,5.0,2276.214872267676,0,2474.0849374355535
Oxford (KS),petroleum,4.8,952.0280331677887,0,451.522582787778
Vernon,petroleum,18.0,2545.976674366482,0,2365.8938398985993
Church Street Plant,petroleum,4.0,1375.1148624291168,0,1290.918312966412
Godwin Drive Plant,petroleum,6.0,1372.6240335463551,0,1287.1259580151452
VMEA 1 Credit Gen,petroleum,12.3,1372.6240335463551,0,1287.1259580151452
VMEA Peaking Gen,petroleum,6.0,1372.6240335463551,0,1287.1259580151452
Pratt 2,natural gas,15.2,985.9251843747484,0,571.1360335909504
Combustion Turbine Project No 2,natural gas,49.3,2552.03983298164,0,2518.4042214638316
Alameda,natural gas,49.8,2637.6550234351444,0,2602.4856169202812
Lodi,natural gas,25.2,2542.3731297074837,0,2509.768237769274
Roseville Power Plant #2,natural gas,42.4,2512.052637180115,0,2499.1164572355456
Rathdrum,natural gas,132.0,1933.9100127351655,0,2210.1737355558143
Basalt,hydroelectric,4.5,1370.638677862063,0,1248.3880580343355
Madison Utilities,petroleum,4.6,561.1337936397249,0,549.7205499775256
Marceline,petroleum,8.0,579.770805263358,0,116.97437124526098
Upper Sterling,hydroelectric,2.0,388.3064401030433,0,406.14008894609697
North Road Peak,petroleum,13.0,1573.832173882662,0,1179.7225930451277
Rowesville Rd Plant,natural gas,8.4,1587.1476957789998,0,1191.2270251014388
City Light & Water,petroleum,1.3,735.3606426309274,0,549.6101795549642
Lake Mendocino,hydroelectric,3.5,2640.5371646036624,0,2651.354228087794
Croswell,petroleum,5.1,764.0050801706684,0,958.5958293964142
Princeton Wind Farm,wind,3.0,1627.5770284886162,0,1771.3559182050367
Neil Simpson II,coal,114.0,1067.1325105556798,0,1243.2222211064566
Deadwood Creek,hydroelectric,1.9,2461.2160175158133,0,2468.2965178538147
Stone Creek,hydroelectric,7.0,2343.6392944461677,0,2525.3839353767617
McNary Dam Fish Attraction Project,hydroelectric,9.0,2130.1516228193286,0,2338.9456374947417
Arthur Von Rosenberg,natural gas,518.0,1827.412731234948,0,1193.131505631964
McPherson 3,natural gas,80.2,862.0025279976513,0,457.67159052532503
Solano Wind,wind,300.5,2580.540899881298,0,2550.6517359140794
Carson Ice-Gen Project,natural gas,109.0,2540.3727504815356,0,2517.7084327963394
Wayne County,natural gas,822.0,1576.0878794378782,0,1319.2885856805194
Spirit Mountain,hydroelectric,4.5,1358.4602888140582,0,1528.8006363443365
Kaw Hydro,hydroelectric,29.6,1001.6532818142568,0,462.0813424677323
Ponca City,natural gas,106.8,1005.217131329915,0,473.0361725902236
Causey,hydroelectric,2.2,1641.6508643876366,0,1657.0260990605814
SCA Cogen 2,natural gas,176.6,2531.3718849476236,0,2510.7440185805067
SPA Cogen 3,natural gas,178.0,2538.085362205413,0,2517.4114432262554
Nebraska City # 2,natural gas,12.2,568.1532056859438,0,366.48800819105156
State Farm,petroleum,5.1,547.9028237973012,0,346.984446080067
Talcville,hydroelectric,0.8,1314.5609624678334,0,1544.0641788259538
Panora,petroleum,4.5,405.37435585580425,0,367.3218621352869
H M Jackson,hydroelectric,96.0,2302.6411620329204,0,2569.407296463924
El Vado Dam,hydroelectric,8.0,1547.0904892064493,0,1285.6111494441825
Belleville Dam,hydroelectric,42.0,1055.8303876461923,0,919.650898681453
Prospect Municipal,petroleum,1.8,866.9112486163293,0,807.7715870527059
St Francis Energy Facility,natural gas,434.0,933.3818048190997,0,309.63600497206136
River Road Gen Plant,natural gas,230.0,2397.6988942263047,0,2597.176196382895
Monticello Dam,hydroelectric,11.5,2587.474403236203,0,2571.4470404432323
Auglaize Hydro,hydroelectric,4.5,732.2809135989635,0,731.871627528922
Pennsbury,biomass,4.0,1496.9904786621337,0,1516.1883328420379
Washington County Cogeneration Facility,natural gas,100.0,1551.343514692127,0,923.6216155877463
General Electric Plastic,natural gas,84.5,1472.8503621042985,0,890.9311830664614
Tiger Bay,natural gas,199.0,2103.6191213859843,0,1565.2857999217722
Dahlberg,natural gas,745.6,1407.5010583842648,0,958.5286931350773
H Allen Franklin Combined Cycle,natural gas,1901.8,1485.5161774012654,0,947.9506882616354
Pea Ridge,natural gas,12.0,1642.2264401842367,0,1026.554464617109
Meridian,petroleum,9.0,1399.9275041402896,0,769.8235205088447
Theodore Cogen Facility,natural gas,231.0,1629.634932495287,0,994.5635659316802
Watts Bar Nuclear Plant,nuclear,2245.0,1194.4998815854085,0,757.5124343688575
Coffin Butte,biomass,5.6,2455.12551732538,0,2626.853559119585
Essex,natural gas,94.0,907.2834921507238,0,306.19837933830115
Nodaway,natural gas,171.0,561.6249844249535,0,268.0902938778938
Chouteau,natural gas,901.0,1002.9214481547175,0,381.8664238177593
South Plant,petroleum,11.4,242.4549722941375,0,441.1516861402994
Georgetown,natural gas,316.4,722.8157987060149,0,541.4963298168326
Tilton,natural gas,182.0,635.0608060587892,0,431.3273260079459
Henry County,natural gas,126.0,759.131730038758,0,604.5181933884434
MPC Generating,natural gas,302.5,1417.2336529021156,0,951.897391939838
Erie Energy Center,petroleum,20.0,857.774911329138,0,283.66279595439
Bloomington Power Plant,petroleum,9.0,2011.79415737146,0,1870.818047044215
Sowega Power,natural gas,97.0,1647.2003469208655,0,1113.3621232186533
Springview,wind,3.0,669.7341515507704,0,769.5552926538855
Cleveland Peaking,petroleum,10.8,914.0471002987371,0,966.3726927454303
Versailles Peaking,petroleum,5.4,798.8522195322042,0,695.9798018967928
Napoleon Peaking,petroleum,5.4,741.2537688324736,0,761.094828886292
Dover Peaking,petroleum,10.8,977.2828392294449,0,950.5706251215094
Orrville Peaking,petroleum,5.4,939.8123067905649,0,934.9363592035281
Bryan Peaking,petroleum,10.8,709.2034287237328,0,730.6559856863471
Jackson Cntr Peaking,petroleum,1.8,809.3763234600001,0,737.4789469187117
Arcanum Peaking,petroleum,1.8,812.5167125651639,0,685.1775291658528
Hamilton Peaking,natural gas,29.0,865.2033641517154,0,680.6403593926061
Bowling Green Peaking,natural gas,29.0,775.1423711491392,0,797.3254999999988
Allegany Cogen,natural gas,60.0,1142.9488731328581,0,1274.2579926233911
Abiquiu Dam,hydroelectric,16.8,1552.6950377792402,0,1269.9005252407053
Bonanza,coal,470.5,1516.6502281147636,0,1458.2235699442472
Montpelier,petroleum,10.8,697.7671502398839,0,731.8585593746076
Custer Energy Center,natural gas,22.0,344.0403934179602,0,706.6395482089188
Dominion/Lo Mar,petroleum,15.8,1373.150742508645,0,1288.0125162176155
Gateway Gen,petroleum,3.4,1373.4650725368017,0,1287.1251156576914
West Marinette 34,natural gas,68.5,333.5071177694579,0,802.1076910785415
Sherwood H Smith Jr Energy Complex,natural gas,1883.0,1521.8006309256123,0,1204.6958606398741
Pine Street,natural gas,7.7,685.3076137939129,0,927.430350466485
Hamilton Hydro,hydroelectric,2.0,858.1062412049907,0,677.8095614577546
Argyle,petroleum,2.0,292.3578008457844,0,485.65272057604443
Sewell Creek Energy,natural gas,452.3,1341.182982372069,0,830.1820764284802
Webb Forging,petroleum,4.8,1450.689485160776,0,1076.06193773277
Alsey,natural gas,164.3,602.4520485394902,0,189.01783772470873
Big Quinnesec 92,hydroelectric,16.0,319.68183469377783,0,857.8886901487292
Big Quinnesec 61,hydroelectric,4.4,319.63651143505086,0,857.8849005352736
Kaukauna City Hydro,hydroelectric,4.8,292.87002155105483,0,698.9961432959012
Rockwood,natural gas,42.3,2421.520543340173,0,2178.682462292204
Fulton (AR),natural gas,153.0,1262.9762476373764,0,587.3551188378791
Rowan,natural gas,974.4,1395.52281203498,0,1093.7248909581863
Shelby North,petroleum,1.8,873.5724249049294,0,861.4142162778678
Shelby South,petroleum,1.8,873.4805689176828,0,862.4617690449619
Smarr Energy Center,natural gas,191.6,1493.483942467783,0,1000.4975138579925
Beaver Island,petroleum,2.8,508.9375900291376,0,956.7525810574638
John S Rainey,natural gas,977.0,1406.5054099135214,0,986.8483410696871
Essential Power Rock Springs LLC,natural gas,666.9,1414.243597001453,0,1397.889595252391
Marsh Run Generation Facility,natural gas,481.3,1367.6565804824006,0,1266.8022077036826
Louisa Generation Facility,natural gas,466.0,1363.7110144395776,0,1233.534106000901
Remington,natural gas,604.0,1366.3950300527442,0,1266.3404707063853
Ladysmith,natural gas,809.6,1415.565546796267,0,1294.9638177524278
Pleasant Valley (MN),natural gas,412.9,134.1752887396291,0,560.4123420615618
Minnesota River,natural gas,39.0,131.3235145633367,0,678.005267691315
Lagoon Creek,natural gas,1407.0,1046.9284294854494,0,434.2286408650118
Brandy Branch,natural gas,743.2,1838.1787120764652,0,1337.0815310943644
Coon Rapids II,petroleum,5.1,401.7202493207608,0,397.1296962990281
Holden,natural gas,250.0,702.0982155090261,0,141.41294933116586
Knoxville Industrial,petroleum,16.0,406.499242954867,0,289.71877840807923
Shenandoah,petroleum,20.0,536.3865995867241,0,340.3884305774202
Waterloo Lundquist,petroleum,18.0,265.6772284203579,0,415.9900448674862
West Receiving,petroleum,1.8,421.80966490366364,0,442.0821108202358
Avenue A Generator Sets,petroleum,3.6,388.4912509937226,0,404.9933219087028
Moorhead Wind Turbine,wind,1.4,435.0195035850781,0,971.2197977366742
North Generation Plant,petroleum,8.0,446.04431002733054,0,334.7312976761572
Gilliam South,petroleum,4.0,423.4044800074987,0,346.35413705505755
Shelbina Power #3,petroleum,3.6,575.8679292111581,0,107.15128208140496
Elk Mound,natural gas,64.6,27.841427670007842,0,685.6775961268884
Earlville,petroleum,1.8,269.84719137589894,0,424.8154463919444
Snoqualmie 2,hydroelectric,33.6,2306.954689740552,0,2563.004513591295
Glenwood Landing,natural gas,97.7,1552.1405299106948,0,1612.4849000391623
Encogen,natural gas,159.4,2349.184723532329,0,2638.687820930611
Robert P Mone Plant,natural gas,441.0,730.6497666876794,0,693.9838867964583
H L Culbreath Bayside Power Station,natural gas,1974.0,2065.905360569422,0,1518.0896025517948
Edgerton,petroleum,3.6,693.5593308593589,0,711.6380055117096
Wellington,petroleum,1.0,888.7057485747567,0,903.7690654222445
Powell Valley,petroleum,19.8,1187.0823548561643,0,856.533259063422
Dakota Magic,petroleum,1.5,401.52110147870854,0,877.7486636876455
Wind Turbine,wind,11.0,339.07355203277507,0,764.8035244738015
Terry Bundy Generating Station,natural gas,170.3,583.4602495491448,0,433.82403415787337
E B Harris Electric Generating Plant,natural gas,1314.8,1463.9473167524952,0,881.8119339339868
Sand Hill,natural gas,595.8,1705.119506937692,0,1065.3769287962602
McCartney,natural gas,100.0,854.5268377302358,0,182.74534918391265
Pine Flat,hydroelectric,165.0,2457.9135382400677,0,2369.8727066602155
Vernon Boulevard,natural gas,79.9,1531.9098810665826,0,1586.701068417941
Joseph J Seymour Power Project,natural gas,79.9,1532.1329822391283,0,1582.231438471749
Kern Canyon,hydroelectric,11.5,2498.092731325204,0,2364.3558725749804
Brentwood,natural gas,45.5,1581.3659711790388,0,1642.1507860106617
Hell Gate,natural gas,79.9,1533.1226037605404,0,1590.3676420345607
Harlem River Yard,natural gas,79.9,1532.638445374162,0,1589.8465425338002
North 1st,natural gas,45.8,1532.3226431897483,0,1585.2496041426975
Talbot County Energy,natural gas,576.0,1501.617953899163,0,975.1171225247183
Chattahoochee Energy Facility,natural gas,466.0,1405.216118758505,0,887.4885711287997
Galion,petroleum,5.4,874.8202954183529,0,846.6543637476611
Seville,petroleum,5.4,921.7892624592547,0,929.5089252609856
Traer South,petroleum,1.8,301.6737988149035,0,381.2168387265148
Maquoketa 2,petroleum,5.1,328.08202298773824,0,394.8691960781879
Brooklyn City North Plant,petroleum,2.0,351.24580038599373,0,330.78281929415346
Albertville,petroleum,3.6,1265.7718256806877,0,734.9286112497012
Lakefield Junction,natural gas,462.8,261.41701209098875,0,596.5622989536665
South Strawberry,petroleum,3.6,242.48676806713667,0,444.2134425666331
Buffalo Mountain,wind,2.1,1164.3371345871788,0,767.007805237163
Osawatomie,natural gas,76.6,747.4179477836767,0,221.67405357178296
West Gardner,natural gas,314.8,722.9203337531187,0,227.0115051015208
Russell Energy Center,natural gas,12.0,876.6309522687018,0,560.6823468085214
Coyote Springs II,natural gas,290.0,2160.1890896593245,0,2365.745981126262
Gaylord - Wolverine,natural gas,60.6,566.5115103063846,0,938.26659665405
Industrial Park,petroleum,13.4,390.2985830923872,0,404.57046492131815
Trenton South,petroleum,13.2,552.193306544177,0,179.59025445375204
Nine Canyon,wind,95.0,2112.6523988322074,0,2326.747972434214
Ponton Diesel Generating Facility,petroleum,4.0,1436.8940515554675,0,1268.8186243007754
Nottoway Diesel Generating Facility,petroleum,4.0,1539.591455579973,0,1360.1076678711022
Diamond Valley Lake,hydroelectric,29.7,2482.0315890977085,0,2279.157089353609
Wansley Unit 9,natural gas,468.6,1405.042157479588,0,887.2901887651573
Solway CT,natural gas,43.6,386.06949842453395,0,1001.4369304773857
Lawrence County Station,natural gas,264.1,812.9231321810976,0,512.7504322482614
Evander Andrews Power Complex,natural gas,287.5,1906.4231355215918,0,2014.9859484678577
Field Street,petroleum,44.0,2008.2263303884306,0,1506.1059133479018
Elk City Station,biomass,6.2,523.7651398340319,0,440.57241825647304
Sediver,petroleum,2.4,1429.8588275926268,0,1079.661346330125
Horry Land Fill Gas Site,biomass,3.3,1655.3057448045322,0,1319.5075522256277
Kemper County,natural gas,293.2,1372.9928814030009,0,745.0898794167069
Warren F Sam Beasley Generation Station,natural gas,98.0,1478.3790316988725,0,1445.499835341327
Peno Creek,natural gas,172.0,616.6878975678776,0,118.0160743314951
Salt Valley Wind Plant,wind,1.4,584.4455838857017,0,434.229858527352
Iowa Distributed Wind Generation Project,wind,2.3,271.10161307960016,0,497.56574673693956
Lordsburg Generating,natural gas,82.6,2008.5346505703756,0,1637.1567582645305
Pella Peaking,petroleum,25.2,394.0304550431194,0,298.1382278860107
Sumpter,natural gas,308.4,739.8436529023386,0,837.1371331689244
Sharpe,petroleum,20.0,797.7162723525994,0,293.6099954667864
Pyramid,natural gas,158.0,2008.9361389709488,0,1631.6169309376444
Mulvane 2,petroleum,8.6,932.8469871340831,0,447.5436243787428
Granite Falls 2,petroleum,6.0,286.8939331383473,0,721.6085894692617
Mill Creek (SC),natural gas,563.0,1399.3173921299326,0,1050.2760904947083
South Generation,petroleum,6.2,255.1706314877299,0,680.5997641709544
Kalkaska CT #1,natural gas,48.3,530.4337440108809,0,886.6895134475716
Greater Des Moines,natural gas,511.2,391.4078686062425,0,325.65802859514037
Lake One,natural gas,48.0,2541.2209531300614,0,2367.049689930344
Silver Creek,natural gas,225.0,1486.0169503232328,0,826.3995901263081
Sylvarena,natural gas,129.0,1450.015778477836,0,800.269408301189
Altamont,petroleum,7.2,696.4976233867112,0,314.2835979879857
West Campus Cogeneration Facility,natural gas,126.9,282.6697570130691,0,539.1614602977752
Airport Industrial,petroleum,10.0,1277.2862707511908,0,1058.68757841634
Winston,petroleum,50.0,2068.471256303245,0,1530.355175278742
Grays Harbor Energy Facility,natural gas,595.0,2435.688789888633,0,2673.631181724763
Beatrice,natural gas,219.5,644.3655295520282,0,418.5744995571483
Newington,petroleum,400.2,1696.9783700198932,0,1869.716995854325
Fife Brook,hydroelectric,11.2,1536.425353845655,0,1686.8881617843174
Bear Swamp,pumped storage,666.0,1537.8747609009813,0,1688.2930753870173
Roseton Generating Facility,natural gas,1222.5,1496.834551116251,0,1591.1684894165003
Holtsville,petroleum,532.3,1597.7043006207323,0,1661.3565920910075
Murray Turbine,natural gas,36.0,1690.875817057583,0,1679.6515880472862
Croydon CT Generating Station,petroleum,391.0,1491.2601638328167,0,1505.75889868103
Winter,petroleum,5.6,129.9410687638451,0,794.5991268688819
Paragould Reciprocating,natural gas,18.0,991.3805088438378,0,346.14359026208666
Factory,petroleum,14.2,591.9090353606991,0,262.869741493278
Baldwin City Plant No 2,natural gas,6.0,731.4202261331961,0,244.8841123318044
Boulder Park,natural gas,24.6,1954.8099428557955,0,2226.496289255906
Columbia (WI),coal,1118.0,252.11549397013698,0,580.0211442706049
Hartzog,natural gas,15.0,1087.2936264300236,0,1233.5771854858374
Blue Lake,natural gas,447.0,119.66022826449901,0,675.209996349633
Arvada,natural gas,10.0,1118.6851239534965,0,1314.4695376584718
Sycamore (IA),natural gas,145.1,383.5329904088434,0,341.82800142228695
Barber Creek,natural gas,15.0,1108.2530536174447,0,1246.6735828159044
Emery Station,natural gas,531.1,226.49784470686973,0,487.57117781860967
Yankton,natural gas,13.5,487.9459396486048,0,621.6119530719511
Cooper Nuclear Station,nuclear,768.5,586.7976345492168,0,332.0740620516457
Clifton,natural gas,78.7,732.4602282489755,0,433.49529669728827
Belews Creek,natural gas,2220.0,1381.609375791542,0,1118.975810452519
Anclote,natural gas,1013.0,2024.1475039729169,0,1472.3355563099408
Intercession City,natural gas,940.0,2062.34756732104,0,1536.9899616415075
Pouch,natural gas,45.1,1528.8646120659614,0,1576.3133903114428
Gerald Andrus,natural gas,706.5,1283.4299207661343,0,612.5203663452138
Arkansas Nuclear One,nuclear,1825.0,1069.3552672116643,0,391.71896879624995
Waterford 1 & 2,natural gas,448.9,1659.0263863599298,0,990.0091232839956
Comanche (OK),natural gas,264.0,1271.8330823630874,0,708.7707016955679
DeCordova Steam Electric Station,natural gas,534.0,1473.9550594020368,0,855.7951648489334
Jim Bridger,coal,2119.0,1405.9221995863275,0,1429.7457981404323
Fort Lupton,natural gas,88.0,1180.4381314821337,0,1076.7171030021336
Santan,natural gas,1227.0,2129.36622255974,0,1839.973107473733
Huntington,coal,909.0,1689.0102953573146,0,1613.7828550902132
Beaver,natural gas,492.8,2423.3810986594185,0,2638.389465702063
Ellwood,natural gas,54.0,2644.0853945642875,0,2494.7694987454242
Springfield (CO),petroleum,2.7,1220.2138618203044,0,909.6643364925695
Gavin Power, LLC,coal,2709.0,1044.930835420096,0,887.5014987055619
Halstad,petroleum,3.8,467.9441043653348,0,1020.7427937881718
Tipton,petroleum,9.2,350.94908368206916,0,350.35097384437074
Hopkinton,petroleum,3.8,286.69415356647653,0,408.99514646806927
